,listing_url,last_scraped,name,neighborhood_overview,host_id,host_name,host_location,host_response_time,host_acceptance_rate,host_thumbnail_url,host_neighbourhood,host_total_listings_count,host_has_profile_pic,neighbourhood,neighbourhood_group_cleansed,longitude,room_type,bathrooms,bedrooms,amenities,minimum_nights,minimum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,calendar_updated,availability_30,availability_90,calendar_last_scraped,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
10,https://www.airbnb.com/rooms/675441,2024-12-28,Waterfront-1 Bed Room Luxury Condo,,3423245,Elaine,"Cambridge, MA",,,https://a0.muscache.com/im/users/3423245/profile_pic/1372101176/original.jpg?aki_policy=profile_small,East Cambridge,5,t,,,-71.07557,Private room,1.0,1.0,"[""Essentials"", ""Gym"", ""TV with standard cable"", ""Heating"", ""Wifi"", ""Indoor fireplace"", ""Dryer"", ""Air conditioning"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Hot tub"", ""Shampoo"", ""Pool"", ""Kitchen""]",91,91,365,91.0,,30,90,2024-12-28,0,2012-09-24,4.64,4.42,5.0,4.5,t,0,0
11,https://www.airbnb.com/rooms/715532,2024-12-28,"Quiet, Artistically Decorated Cambridge Apartment","Our street is a beautiful quiet tree lined street that does not get a lot of car traffic since it is not a through street from major roads.  There are several parks close by- a large one that is great for jogging, soccer, softball, track and smaller ones that with newly renovated playground equipment and water features for hot days.",3673828,Kate,"Cambridge, MA",within an hour,100%,https://a0.muscache.com/im/pictures/user/User-3673828/original/d870b1bd-e5ea-4c28-8d97-8071ced6d1d9.jpeg?aki_policy=profile_small,Cambridge,3,t,Neighborhood highlights,,-71.13137,Entire home/apt,1.0,1.0,"[""Essentials"", ""Children\u2019s dinnerware"", ""Game console"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Washer \u2013\u00a0In building"", ""Coffee maker: drip coffee maker, french press"", ""Stainless steel induction stove"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Keypad"", ""Crib - always at the listing"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Cleaning available during stay"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Shared patio or balcony"", ""TV with Netflix, Roku, Amazon Prime Video"", ""Long term stays allowed"", ""Cooking basics"", ""Shared backyard \u2013 Not fully fenced"", ""Children\u2019s books and toys"", ""Microwave"", ""Outdoor furniture"", ""Fire extinguisher"", ""AC - split type ductless system"", ""Iron"", ""Hair dryer"", ""Kitchen""]",2,1,1125,2.0,,12,68,2024-12-28,44,2012-09-30,4.93,4.95,4.96,4.82,f,1,0
12,https://www.airbnb.com/rooms/742574,2024-12-28,See Yourself in Central Square,,1152305,Greg,"Mid-Cambridge, MA",a few days or more,45%,https://a0.muscache.com/im/pictures/user/aba7335d-0836-43d7-9196-e58ec9464540.jpg?aki_policy=profile_small,Cambridge,6,t,,,-71.10268,Entire home/apt,1.0,1.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Lockbox"", ""Carbon monoxide alarm"", ""High chair"", ""Heating"", ""Stove"", ""Smoke alarm"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo"", ""Long term stays allowed"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",30,30,250,30.0,,29,89,2024-12-28,1,2012-12-27,4.57,4.31,4.88,4.53,f,2,0
13,https://www.airbnb.com/rooms/860634,2024-12-28,Home on quiet street near Harvard,,4507945,Deborah,"Cambridge, MA",within a few hours,95%,https://a0.muscache.com/im/users/4507945/profile_pic/1356651636/original.jpg?aki_policy=profile_small,Cambridge,1,t,,,-71.11424,Private room,1.0,1.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Breakfast"", ""Smoke alarm"", ""First aid kit"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Dishes and silverware"", ""Private backyard"", ""Shampoo"", ""Extra pillows and blankets"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",3,3,30,3.0,,0,10,2024-12-28,30,2013-04-15,4.93,4.92,4.98,4.94,f,0,0
14,https://www.airbnb.com/rooms/910408,2024-12-28,Mid-Cambridge Charmer - Avail for Academic Year,"Mid- Cambridge is a beautiful neighborhood of Victorian houses and tree lined streets.   Convenient to everything - half way btween Harvard & Central Sqs. Enjoy excellent dining, entertainment, site seeing & seasonal events. Everything you need is near by including grocery stores, library, post office, drug stores, cafes, banks, hubway bikes, Charles River.",4883794,Melissa,"Cambridge, MA",within a day,60%,https://a0.muscache.com/im/pictures/user/c2d31e22-fa92-4231-95f3-8788d73f40b5.jpg?aki_policy=profile_small,Cambridge,1,t,Neighborhood highlights,,-71.10781,Entire home/apt,1.0,1.0,"[""Essentials"", ""Wifi"", ""Sun loungers"", ""Self check-in"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Dryer"", ""Smoke alarm"", ""First aid kit"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Patio or balcony"", ""Dishwasher"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""Backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",30,30,1124,30.0,,0,0,2024-12-28,2,2013-05-29,4.67,4.7,4.7,4.6,f,1,0
15,https://www.airbnb.com/rooms/1021008,2024-12-28,Pvt Room Heart of Harvard Square,Heart of Harvard Square. This is one phenomenal location close to everything Harvard has to offer. Most of our guests are return guests and that should speak for itself.,3668535,Reem,"Boston, MA",within an hour,96%,https://a0.muscache.com/im/pictures/user/8f990868-c65f-4c2f-b8e5-314f87094861.jpg?aki_policy=profile_small,Harvard Square,18,t,Neighborhood highlights,,-71.11835,Private room,1.0,1.0,"[""Essentials"", ""Wifi"", ""Elevator"", ""Bed linens"", ""Host greets you"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Dryer"", ""Smoke alarm"", ""First aid kit"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",30,2,1125,29.6,,30,90,2024-12-28,1,2013-04-21,4.86,4.57,4.29,4.57,f,2,0
16,https://www.airbnb.com/rooms/1054635,2024-12-28,"Sunny, lg 1-br, heart of Cambridge",,3087212,Eleanor,"Cambridge, MA",within an hour,,https://a0.muscache.com/im/users/3087212/profile_pic/1343537875/original.jpg?aki_policy=profile_small,Cambridge,2,t,,,-71.11263,Entire home/apt,1.0,1.0,"[""Essentials"", ""Wifi"", ""Freezer"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Dryer"", ""Wine glasses"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""43 inch HDTV"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",91,91,365,91.0,,26,86,2024-12-28,0,2013-08-10,4.93,4.87,4.93,4.53,f,1,0
17,https://www.airbnb.com/rooms/1080789,2024-12-28,Entire Fabulous home: Available occasionally!,"great neighborhood, again deets will be found in other listing",40965,Judith L,"Cambridge, MA",within a few hours,50%,https://a0.muscache.com/im/users/40965/profile_pic/1417297269/original.jpg?aki_policy=profile_small,Cambridge,4,t,Neighborhood highlights,,-71.13258,Entire home/apt,,4.0,"[""Heating"", ""TV with standard cable"", ""Wifi"", ""Pets allowed"", ""Self check-in"", ""Dryer"", ""Air conditioning"", ""Smoke alarm"", ""Washer"", ""Coffee maker"", ""Lockbox"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Kitchen""]",10,10,30,10.0,,23,83,2024-12-28,0,,,,,,f,1,0
18,https://www.airbnb.com/rooms/1097262,2024-12-28,Harvard/MIT/BU/Central Square Room,,6030020,Jason,"Cambridge, MA",within an hour,85%,https://a0.muscache.com/im/pictures/user/User-6030020/original/0cf68826-ee26-4deb-b6a0-c21055204f75.jpeg?aki_policy=profile_small,Cambridge,7,t,,,-71.10973,Private room,1.0,1.0,"[""Essentials"", ""Shared BBQ grill: gas"", ""Ethernet connection"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor dining area"", ""Heating"", ""Stove"", ""Coffee"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""Safe"", ""Bidet"", ""First aid kit"", ""Luggage dropoff allowed"", ""Smart lock"", ""Toaster"", ""Portable fans"", ""Fast wifi \u2013 119 Mbps"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Rice maker"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Blender"", ""Barbecue utensils"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""HDTV with Chromecast"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Shared backyard \u2013 Not fully fenced"", ""Microwave"", ""Books and reading material"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Iron"", ""Exercise equipment"", ""Hair dryer"", ""Kitchen""]",21,21,1125,21.0,,0,47,2024-12-28,4,2013-05-17,4.79,4.78,4.71,4.52,f,1,0
19,https://www.airbnb.com/rooms/1140201,2024-12-28,"Great Room Near Harvard/MIT/BU, bikes available",,6030020,Jason,"Cambridge, MA",within an hour,85%,https://a0.muscache.com/im/pictures/user/User-6030020/original/0cf68826-ee26-4deb-b6a0-c21055204f75.jpeg?aki_policy=profile_small,Cambridge,7,t,,,-71.10854,Private room,1.0,1.0,"[""Essentials"", ""Ethernet connection"", ""Self check-in"", ""TV with Chromecast"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Window AC unit"", ""Bikes"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Heating"", ""Stove"", ""Coffee"", ""Bathtub"", ""Body soap"", ""Drying rack for clothing"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""Safe"", ""Bidet"", ""First aid kit"", ""Luggage dropoff allowed"", ""Smart lock"", ""Toaster"", ""Cleaning available during stay"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Rice maker"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Blender"", ""Shampoo"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Free dryer \u2013 In unit"", ""Fast wifi \u2013 120 Mbps"", ""Cooking basics"", ""Microwave"", ""Books and reading material"", ""Shared backyard"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Board games"", ""Iron"", ""Exercise equipment"", ""Hair dryer"", ""Kitchen""]",21,21,1125,21.0,,4,45,2024-12-28,3,2013-05-31,4.72,4.74,4.84,4.54,f,1,0
