,listing_url,source,name,neighborhood_overview
24,https://www.airbnb.com/rooms/1404377,previous scrape,Renovated Brownstone - MIT/Kendall Square,"LOCATION, LOCATION, LOCATION!<br /><br />If you are going to visit Boston and Cambridge, this is the place to stay. I am located in East Cambridge - near Kendall Square, MIT, Harvard, Massachusetts General Hospital, and Boston - with easy access to everything Boston and Cambridge have to offer. The Museum of Science, the Galeria Mall, and the Charles River are a short 3-5 block walk and there are plenty of shops and restaurants nearby."
25,https://www.airbnb.com/rooms/1406416,previous scrape,City living at its finest!,"If you are going to visit Boston and Cambridge, this is the place to stay. East Cambridge is a safe neighborhood near Kendall Square, MIT, Harvard, Massachusetts General Hospital, and Boston - with easy access to everything Boston and Cambridge have to offer. The Museum of Science, the Galleria Mall, and the Charles River are a short 3-5 block walk and there are plenty of shops and restaurants nearby."
26,https://www.airbnb.com/rooms/1632003,city scrape,2 Cozy Rooms Near Harvard Square,"Proximity to Harvard (0.8 miles) and Inman Squares, great restaurants within walking distance, interesting architecture."
27,https://www.airbnb.com/rooms/1711476,city scrape,"Serene & cozy 1BR oasis, walk to  Harvard Square!","Just outside Inman Square in a safe and tree-lined neighborhood, we are in walking distance to a number of great restaurants and cafes, independent grocery shops (and two Whole Foods), the beautiful Main Branch of the Cambridge Public Library, two pharmacies, a hospital, parks and playgrounds."
28,https://www.airbnb.com/rooms/1799157,city scrape,Holistic Living Center,"The neighborhood is residential yet quite vibrant and has many services within walking distance. Two blocks in one direction is the wonderful café Sofra with homemade confections and middle eastern dishes. One block in the other direction is Shangri-La: an excellent Chinese restaurant. Two blocks away is Greg's, a neighborhood Italian eatery with full bar and early bird specials. Also within a block are a well stocked liquor store/wine shop, a middle eastern bakery, and a dry cleaners. If you want to walk five blocks to Coolidge Square there is a tasty vegetarian restaurant (Red Lentil), a great diner (Town Diner), a tiny but very good middle eastern eatery (Jasmine), and a super coffee/lunch spot (Uncommon Grounds). A supermarket (Shaws) is four blocks away. A jogging trail around Fresh Pond is six blocks away as is a very nice nine hole golf course. All of this only a ten minute bus ride from Harvard Square!"
29,https://www.airbnb.com/rooms/1840256,previous scrape,Spacious Cambridge 1BR near Kendall Square & MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
30,https://www.airbnb.com/rooms/1855969,previous scrape,Lux 2 Bedroom Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
31,https://www.airbnb.com/rooms/1893287,city scrape,Bright Convenient Apt Harvard / MIT,"In Central Square, easy access to lots of restaurants and bars. walking distance to Inman Square, Kendall Sq, Harvard Sq. Minutes to downtown on the subway. Easy access to zip cars and hubway bicycle service. There are three grocery stores within 5 minutes, Whole Foods, H-Mart and Harvest Coop. <br /><br />There are a few drinking places; the Fields, Phoenix Landing, the Druid (Inman Sq) and Plough and Stars. They all serve food.<br /><br />Restaurants are also abundant. It has a concentration of ethnic restaurants. For Indian, Central Square has  Shalimar, India Pavilion and many others. There is Central Kitchen, Viale, Oleana, Ole, Casa Portugal, Dumpling House (Chinese) and Four Burgers.  Flour is a short walk toward MIT and is known for its baked good and breakfast."
32,https://www.airbnb.com/rooms/1935343,city scrape,"Cute, clean & it’s all yours-1 bed- great location",Cambridgeport is beautiful.  Anywhere you walk is nice.  We have lots of parks and a brand new park a block away with a year round skating rink! 
33,https://www.airbnb.com/rooms/1984737,previous scrape,Charming Harvard Victorian,"Nestled up to Harvard and surrounds the neighborhood is quiet, well established, and beautiful with a lot of history and many famous residents past and current.  <br /><br />Located in the neighborhood of Cambridge called Huron Village, the home is blocks away from the historic Longfellow house, Harvard, Radcliff, Leslie and the entire area exudes Victorian charm.  <br /><br />There is easy and quick access to local stores, tree lines streets, and it offers exceptionally easy access to all things Cambridge and Boston, no car required!"
34,https://www.airbnb.com/rooms/2030680,city scrape,Cozy Room in a Charming Townhouse,"Very quiet and safe, yet a few minutes away from Harvard Sq and further subway connection to Boston.<br /><br />Immediate proximity to nice park for exercising, supermarket, dining places, public transportation."
35,https://www.airbnb.com/rooms/2038283,city scrape,Stay Across from Harvard's Campus!,"The neighborhood is beautiful. There are MANY great restaurants, shops, cafes and places to visit around the area. The Charles River is just 2 blocks away and is a beautiful place to walk or run."
36,https://www.airbnb.com/rooms/2092181,previous scrape,Haven in Cambridge (entire place!),"Inman Square/East Cambridge is a great walkable neighborhood.  Many restaurants, bars, and parks nearby."
37,https://www.airbnb.com/rooms/2176599,previous scrape,Lux 1 Bedroom Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
38,https://www.airbnb.com/rooms/2223447,city scrape,HarvardSq. Bright&Quiet 1BdrApt Monthly/MediumTerm,"Enjoy all that Cambridge can offer (just about anything you can think of) without worrying about how to get there or having to carry anything with you: you can always stop by home for a few minutes of relaxation, have a meal delivered to you, check the internet, use your own facilities.... and then hop back into the swing of New England living. Or rent a bike or a car by the hour to get a bit further out to reach downtown Boston, ski resorts, beaches, the Cape, the Berkshires...."
39,https://www.airbnb.com/rooms/2451591,city scrape,Large Bedroom + Full Private Bath,"If you have never been to the Boston area before, Central Square is a prime location between Harvard & MIT in the heart of Cambridge. It's within walking distance from both campuses, with many bars, restaurants, coffee shops, and grocery stores (WholeFood, Trader Joe's, and H Mart) nearby."
40,https://www.airbnb.com/rooms/2467252,city scrape,"West Cambridge, 1 BR in House near Harvard","The neighborhood is residential with a mixture of families with children, Harvard students and  professional people.   Our streets are not busy except in the morning and early evening hours when there is more street traffic. There are a few restaurants and a grocery store on nearby Huron Avenue, 2 blocks away. Many more restaurants and pubs can be found on Massachusetts Avenue and in Harvard, Central, Porter and Davis Squares .   During the day, the pleasantries of hearing children when they come out for recess from the two schools a block away is a happy sound, for me anyway.  Harvard University is  on the perimeter of our neighborhood.  M.I.T and other universities are easily reached by public transportation."
41,https://www.airbnb.com/rooms/2538983,city scrape,Spacious 2 bedrooms Apt -Roof deck NO Cleaning fee,"One of the nicest neighborhood in Cambridge, 2 blocks away from Charles river.  The house locate opposite from public park with 2 children playground a block away.  There are basket ball court, water park, ping pong table"
42,https://www.airbnb.com/rooms/2692752,previous scrape,Country home in the city center.,
43,https://www.airbnb.com/rooms/2875646,previous scrape,Cozy and bright 1-bed near MIT-Kendall-Harvard,"See the Guidebook section for a list of restaurants, bars, coffee places, and basic needs (supermarket, pharmacy, gas station, etc)"
44,https://www.airbnb.com/rooms/2879039,previous scrape,Lux 1 Bedroom Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
45,https://www.airbnb.com/rooms/3021937,city scrape,"Large Room in Spacious Apartment, Bikes available","It's located in a great neighborhood a few blocks from the river, public transportation(Buses, Red and Green Line trains)  and grocery stores."
46,https://www.airbnb.com/rooms/3100411,city scrape,In Harvard Square Walk to MIT 2 Bedroom,"You cannot beat this amazing location. Lovely Harvard Square neighborhood. In walking distance to T (4 minutes walk), restaurants, grocery, public library and all Harvard and MIT facilities except the Medical School.<br /><br />If you like to run, bring on your running shoes and run the Charles River. You can also rent a kayak on the river.<br /><br /><br />✓✓✓The person who is booking should be present for the booking and if you are not, you should receive a consent from us before you book."
47,https://www.airbnb.com/rooms/3167866,city scrape,"""Green"" House + parking Harvard/MIT","We consider our neighborhood a suburban sanctuary within the city!  The area is extremely quiet and safe, consisting mainly of families with children or working professionals.  Within a 5-10 minute walk, you have access to a supermarket, a shopping plaza, plenty of cafes, restaurants, and pubs, a movie theatre, a park, and car/bike rentals."
48,https://www.airbnb.com/rooms/3234995,city scrape,"Lovely, large 3 room apartment",
49,https://www.airbnb.com/rooms/3247833,city scrape,Lovely East Cambridge Apartment,"The apartment is located in a wonderful neighborhood between Kendall and Inman Square.   There are quality bars, restaurants and an ample amount of parks within walking distance."
50,https://www.airbnb.com/rooms/3334098,city scrape,"WELL-APPOINTED, BRIGHT AND SPACIOUS","Love the proximity to everything by T, bike, walking.  Blue Bike station right across from the house."
51,https://www.airbnb.com/rooms/3352446,city scrape,"West Cambridge 2BR: Pet OK, A/C, backyard, lovely!","West Cambridge is all the convenience of Cambridge with... an actual backyard! <br /><br />Our street is very quiet, mostly families, and minutes from Fresh Pond, a lovely 2.5 mile loop around a reservoir which is off-leash dog friendly.<br /><br />Minutes from Belmont, Watertown, Cambridge, and Somerville hot spots. <br /><br />Free, ample street parking."
52,https://www.airbnb.com/rooms/3474824,city scrape,"Quiet Studio near MIT, BU & Harvard","Cambridgeport is a quiet, residential neighborhood with a lot of history. There are 5 parks within a 10 minute walk. Central Square is our closest square - a 10 minute walk north. The Charles River and BU Bridge are a 10 minute walk south. "
53,https://www.airbnb.com/rooms/3506058,city scrape,Harvard/MIT,
54,https://www.airbnb.com/rooms/3510127,city scrape,Harvard/MIT/Single/Private 1/2 Bath,"This is a great location to call home during your stay in Cambridge. The neighborhood is relaxed and friendly with an international flair.We are within walking distance of Central, Harvard, Inman and Kendall Squares, with their many fine restaurants and theaters, music and sports venues."
55,https://www.airbnb.com/rooms/3538589,previous scrape,Two bedroom third floor apartment,"There are restaurants, a supermarket and public transportation nearby."
56,https://www.airbnb.com/rooms/3678159,city scrape,Private bedroom/office suite in charming apartment,"Cozy neighborhood close to everything including Central Square, Harvard Sq, and the Charles River. Great walking along the Charles only a 5 minute walk away."
57,https://www.airbnb.com/rooms/3684345,previous scrape,Lux 2 Bedroom Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
58,https://www.airbnb.com/rooms/3740822,previous scrape,Lux 2BR Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
59,https://www.airbnb.com/rooms/3774900,city scrape,City Oasis |Yard |Walk To Harvard MIT Train,Whole foods super market is a 3 minute walk away and Trader Joes' is a 10 minute walk.  Great restaurants and pubs in central square.
60,https://www.airbnb.com/rooms/3861471,city scrape,Luxury 3BR near Harvard/MIT w/ King Bed+Parking!,"Centrally located between Harvard and MIT. 7 minute walk to Central Square subway station. 15 minute walk to MIT. 25 minute walk to Harvard. Surrounded by multiple grocery stores, local restaurants, co-working spaces, cafes, bars, and modern conveniences."
61,https://www.airbnb.com/rooms/3894437,previous scrape,Lovely Studio in Cambridge -- Great Location,"Quiet residential neighborhood<br />Close to Porter Square, shopping and restaurants<br />Many nearby parks"
62,https://www.airbnb.com/rooms/4031375,previous scrape,A room in spacious 3 bdroom apt,"* Safe neighborhood down the street from  Davis and Porter Squares. Easy access to subway for Harvard (15-20 minutes) or downtown Boston (25-30 minutes). <br /><br /><br />* Short walk to ""Best of Boston"" restaurants serving Thai, Cambodian, Indian, American, Nepali, Japanese, etc."
63,https://www.airbnb.com/rooms/4068377,previous scrape,“Bed & Bar” w/Peloton & Street Parking,"It's a wonderful neighborhood of mostly families on a quiet tree-lined street.  There are tennis and basketball courts a short walk away as well as a great market (Pemberton Market) which is a 5 minute walk away for fresh produce, unique wine and craft beer.<br /><br />Davis is a 6 minute walk and Porter square is a 10 minute walk. Both are on the red line."
64,https://www.airbnb.com/rooms/4112094,city scrape,Cambridge Studio Apartment,"Safe, beautiful, and historic neighborhood."
65,https://www.airbnb.com/rooms/4209359,city scrape,#1B-Cambridge MIT Harvard+Redline Amazing Location,"Amazing Restaurants, Pubs, Shops, Bookstores, Whole Foods Market, all walking distance away.  We are foodies and love wine and can suggest fabulous spots for you to venture off to for great drinks, eat, and fun!"
66,https://www.airbnb.com/rooms/4216908,previous scrape,"Quiet home near Porter, Harvard. On Red Line","Porter Square is a quiet and safe neigborhood on the outskirts of Harvard. You can walk to most amenities you would need (supermarkets, restaurants, cinema, pharmacy, public transportaion). It's a short T ride into Boston."
67,https://www.airbnb.com/rooms/4235636,city scrape,Cozy Room in a Charming Townhouse,
68,https://www.airbnb.com/rooms/4270619,city scrape,Sunny 3 Bdr corner luxury apartment,"Beside being close to MIT and Harvard along with Central, Kendall and Inman Squares, our building is next to nationally-acclaimed restaurants Bondir (right next door) and Oleana (a block away).   A new coffee shop/craft beer shop (Lamplighter) just opened across the street."
69,https://www.airbnb.com/rooms/4437529,previous scrape,Lux 2BR Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
70,https://www.airbnb.com/rooms/4437789,previous scrape,Lux 1 Bedroom Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
71,https://www.airbnb.com/rooms/4455298,city scrape,Family Friendly 3 Bedroom,"Besides being close to MIT and Harvard along with Central, Kendall and Inman Squares, our building is next to nationally-acclaimed restaurants Bondir (right next door) and Oleana (a block away)."
72,https://www.airbnb.com/rooms/4489577,previous scrape,Lux 1 Bedroom Cambridge Apt by MIT,"Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful"
73,https://www.airbnb.com/rooms/4534572,previous scrape,5BR Home in Cambridge,"Our neighborhood is a quieter section of Cambridge.  Fresh Pond Reservation across the street has a 2 mile path for walking or jogging and many wooded areas to explore.  There are several great playgrounds within a short walk, and an assortment of small shops less than half a mile away in Huron Village, including a toy store, a grocery store, and a couple restaurants.  We live 1.5 miles from Harvard Square.  It is a very nice walk there, a 10 minute bus trip, or a $6-8 Uber ride.  Note that we do live on a busy road and traffic noise can be heard inside the house.  When windows are closed, it is barely noticeable."
74,https://www.airbnb.com/rooms/4716432,previous scrape,Vintage Design 1 Bedroom - Between Harvard and MIT,"Best location between Harvard and MIT, near the Central Square Red Line subway station and some of the best-rated restaurants in Boston (Waypoint, Pammy's, Oleana, Craigie on Main), coffee shops and supermarkets (Trader Joe's, Whole Foods, H-Mart Asian market). Numerous cafes, restaurants, bars, bookstores, cultural activities and live music venues are within 10-15 minutes walk.  See https://www.airbnb.com/locations/boston/cambridge"
75,https://www.airbnb.com/rooms/4736800,city scrape,Harvard & MIT- Sweet Retreat in Coolest Cambridge!,"This is an old neighborhood of owner occupied homes once used as servants' quarters for the Brattle Street mansions near Harvard Square in the old, Victorian days. We neighbors all know each other, so things run smoothly. It is safe, quiet, friendly, and has GREAT coffee steps away."
76,https://www.airbnb.com/rooms/4753390,city scrape,Live Large in Transformable Studio,"Besides being close to MIT and Harvard along with Central, Kendall and Inman Squares, our building is next to nationally-acclaimed restaurants Bondir (right next door) and Oleana (a block away)."
77,https://www.airbnb.com/rooms/4759313,city scrape,Private Apartment. Dog friendly. Parking,"Strawberry Hill is a very friendly neighborhood between Huron Ave and Mount Auburn Street. There are numerous little places by local owners offering a multitude of food within a ten minute walk.  All along Belmont Street one can find - Sofra ( a spinoff from Oleana) is a quick walk away; Eastern Lemejun has delicous Armenian & middle eastern offerings; Conleys Pub and sports bar is always serving up food and drinks; Homemade Greek yogurts and foods can be found at Sophia's on Belmont St, and just before that Linda's Donuts makes the best home made donuts from scratch every morning; Fiorellas has pizza and Italian; At Aram's Cafe, one can get a breakfast or lunch cooked by Aram himself, whose establishment has been cooking up delicious entrees for over 30 years; Moozies Ice cream for homemade ice cream and an outdoor movie screen in warm weather. There is a large supermarket, liquor store and drug store in Star Market as well as local food shops. The Fresh Pond Golf Course and Waterwork"
78,https://www.airbnb.com/rooms/4841421,city scrape,"Huge classy 3BR Apt w/parking, sleeps 7","Ideally located  walking distance to Central Sq. Starbucks and Trader's  Joes  In   quiet street and safe neighborhood with beautiful mature trees. Very easy to navigate.  Close to public transportation.  Easy acces to Boston , Harvard, Mit and BU."
79,https://www.airbnb.com/rooms/4894617,previous scrape,"Large, cozy 1BD in awesome location","Bustling, popular, and convenient location in the heart of Cambridge, MA. Ideal for getting in and out of Boston. "
80,https://www.airbnb.com/rooms/4932029,city scrape,Garden-level one-bedroom apartment,
81,https://www.airbnb.com/rooms/4954584,city scrape,Elegant contemporary 2Br,"Besides being close to MIT and Harvard along with Central, Kendall and Inman Squares, our building is next to nationally-acclaimed restaurants Bondir (right next door) and Oleana (a block away)."
82,https://www.airbnb.com/rooms/4956321,previous scrape,Charming Third Floor Apartment,"The area between Harvard and Porter Squares is one of the most lively and interesting parts of Cambridge, as is Davis Square which is also nearby. Temple Bar, Giulia, and numerous other great restaurants, takeout places and cafes are right around the corner. Abodeon, Pod, Nomad, and Joie de Vie plus the unusual vintage stores and music venues of Davis square are just a few of the interesting possibilities. The Peabody Museum with its exquisite glass flowers and the newly renovated Harvard Art Museums are within walking distance."
83,https://www.airbnb.com/rooms/5020782,city scrape,In Harvard Square 2 bed 1 bath,Lovely neighborhood in harvard square area. A gem of a place for guests coming with kids. Cambridge public library is half block away. Harvard Square is a 4 minutes walk.
84,https://www.airbnb.com/rooms/5045782,city scrape,"Furnished rm, Harvard/Porter Square","Between Porter and Harvard Squares, and one block from Mass Ave, this is one of the most desirable areas in the Boston neighborhood. It is quiet, with restaurants within steps of our house."
85,https://www.airbnb.com/rooms/5666988,city scrape,Sunny 3BD House near Harvard Square,"Central to Harvard square, Charles River, subway, a few small parks nearby."
86,https://www.airbnb.com/rooms/5705842,city scrape,Lux Corner 2Br near MIT/Kendall,"Besides being close to MIT and Harvard along with Central, Kendall and Inman Squares, our building is next to nationally-acclaimed restaurants Bondir (right next door) and Oleana (a block away)."
87,https://www.airbnb.com/rooms/5791244,city scrape,Sunny Huron Village Apt. w/ Terrace,"West Cambridge is a hot neighborhood at the moment, with great urban amenities and excellent green spaces. Nestled between the historic homes of Brattle St, the unique shops of Huron Village and the green spaces of Fresh Pond reservoir and Danehy Park, there's lots to do and see. Jog or walk the 2 mile loop around the Pond, explore historic neighborhoods and sample the many interesting food shops. Or wander down to Harvard Square and all the university has to offer with museums and bookstores galore. Major retailers like Whole Foods and Starbucks are also a short walk away."
